,장르,제목,좋아요,별점,정식연재
3475,드라마,U.S.P.O.,186,9.32,0
3476,드라마,위기의 범죄자,"3,078",9.86,0
3477,드라마,모아세 (모두가 아름다워진 세상),"14,606",9.86,0
3478,드라마,애원(愛怨),419,9.81,0
3479,드라마,사계절 마법소녀,119,9.8,0
3480,드라마,동양의 색,211,9.78,0
3481,드라마,IF,226,9.59,0
3482,드라마,슬기로운 생활,"2,319",9.85,0
3483,드라마,라텔론,439,9.26,0
3484,드라마,라이즈(RISE),224,9.68,0
3485,드라마,널 마주할 용기눈,371,9.15,0
3486,드라마,점성술사,169,9.61,0
3487,드라마,샌드위치를 먹다,356,9.62,0
3488,드라마,왕자님을 인터뷰하는 법,"1,000",9.85,0
3489,드라마,우리들의 다섯걸음,501,9.62,0
3490,드라마,이승전결,244,9.68,0
3491,드라마,칠흑,147,9.49,0
3492,드라마,길리,626,9.87,0
3493,드라마,아빠를 찾습니다.,81,9.79,1
3494,드라마,낮게 날고있는 연,"1,599",9.56,0
3495,드라마,그 섬에 바보들이 산다,"1,142",9.83,0
3496,드라마,갱스타즈(Gangstaaz),472,9.64,0
3497,드라마,여름에 내리는 서리,165,9.09,0
3498,드라마,세상에서 가장 행복한 고양이,172,9.86,0
3499,드라마,독신으로 살겠다,64,9.73,1
3500,드라마,DAWN 여명 - 트와일라이트 2부,811,9.85,0
3501,드라마,조선의함대,49,9.56,0
3502,드라마,Mrs. Alice,675,9.81,0
3503,드라마,저도 편집자는 처음이라,107,9.59,0
3504,드라마,도례 (道禮),77,8.77,0
3505,드라마,야상곡,168,9.75,0
3506,드라마,비행소년,46,9.5,0
3507,드라마,백수탐정,308,9.81,0
3508,드라마,우리들의 우상은,373,9.84,0
3509,드라마,안녕 톡톡,125,8.95,0
3510,드라마,[좀비]이게무슨일?,107,9.43,0
3511,드라마,산신 [山神],995,9.85,0
3512,드라마,힛온,110,9.85,0
3513,드라마,해를쫓아별이된아이,"1,172",9.85,0
3514,드라마,몽유병,204,9.72,0
3515,드라마,스톰힐 다이어리,782,9.86,0
3516,드라마,피아타,277,9.75,0
3517,드라마,뿔뿔뿔뿔,293,9.82,0
3518,드라마,신의 언어,71,9.84,1
3519,드라마,스너프 게임,318,9.49,0
3520,드라마,오빠의향기,"1,072",9.85,0
3521,드라마,탄생석,"6,305",9.86,0
3522,드라마,특허소년,565,9.87,0
3523,드라마,인버스,837,9.86,0
3524,드라마,"멀리서 보면, 푸른 봄","1,212",9.85,0
3525,드라마,음악의 길,128,9.3,0
3526,드라마,애플시나몬,"1,898",9.86,0
3527,드라마,꾼,100,9.52,0
3528,드라마,월한강청록,145,9.86,0
3529,드라마,이석의 맨숀,75,9.08,0
3530,드라마,미백클럽,190,9.68,0
3531,드라마,사랑이올까요,63,9.58,0
3532,드라마,너라면 알까?,576,9.86,0
3533,드라마,신영웅전기,"1,428",9.88,0
3534,드라마,알바가 아니야!,36,8.38,0
3535,드라마,1 Push H,239,9.86,0
3536,드라마,숙천,81,9.77,0
3537,드라마,전기수 VLog,81,7.74,0
3538,드라마,재온,101,9.79,0
3539,드라마,만물상,924,9.82,0
3540,드라마,흉터,326,9.86,0
3541,드라마,묘진전,265,9.86,0
3542,드라마,Two Coffins (투카핀스),"1,157",9.64,0
3543,드라마,인디언,183,9.76,0
3544,드라마,One Bite Of The Apple,209,9.82,0
3545,드라마,꽃자국 길,"1,594",9.85,0
3546,드라마,아내의 그녀,"3,092",9.86,0
3547,드라마,라면이야기,29,9.49,0
3548,드라마,블로섬 데이즈,54,9.8,0
3549,드라마,김강우이야기,86,9.78,0
3550,드라마,삼십오미리(35mm),159,9.85,0
3551,드라마,이름 없는 나에게,52,9.11,0
3552,드라마,오나미,141,7.45,0
3553,드라마,뮤지션,64,9.8,0
3554,드라마,파르카이,16,9.8,0
3555,드라마,아이들은 즐겁다,113,9.86,1
3556,드라마,모순의 남자,34,9.75,0
3557,드라마,진실게임,"7,036",9.86,0
3558,드라마,비비디 바비디 덕,305,9.82,0
3559,드라마,달이 빛나는 밤에,236,9.78,0
3560,드라마,나 그리고,"1,475",9.86,0
3561,드라마,오퍼레이터,56,9.57,0
3562,드라마,원각주,82,9.81,0
3563,드라마,"소년, 남자의 이름으로",57,9.83,0
3564,드라마,왕이 산다,26,9.81,0
3565,드라마,동물소대,101,9.39,0
3566,드라마,내 마음의 음유시인,932,9.86,0
3567,드라마,BeYonD,"1,286",9.83,0
3568,드라마,마녀수업,"1,132",9.86,0
3569,드라마,늘 푸른 찻집,462,9.85,1
3570,드라마,LOVE FICTION,35,9.73,0
3571,드라마,건축카페 종이집,"1,229",9.77,0
3572,드라마,초월(超越),55,9.79,0
3573,드라마,뉴클리어맨,49,9.63,0
3574,드라마,룸메이트,52,9.57,0
3575,드라마,행운의 서(書),770,9.87,0
3576,드라마,원 뿔러스 원,93,9.84,1
3577,드라마,리솔루토,284,9.73,0
3578,드라마,오늘의 끝에서 내일을 보다,31,9.69,0
3579,드라마,마들레느가 9번지,6,9.72,0
3580,드라마,마지막 피터팬,"1,523",9.85,0
3581,드라마,seedling,52,9.83,0
3582,드라마,릴리 키스(Lily Kiss),21,9.74,0
3583,드라마,7번국도아이,166,9.82,0
3584,드라마,곰돌이와 길냥이,55,9.79,0
3585,드라마,루나 온 더 스카이,34,9.79,0
3586,드라마,마음을 전해 드립니다.,436,9.83,0
3587,드라마,행월이야기,83,9.72,0
3588,드라마,호랑 호랑이,62,9.44,0
3589,드라마,오블리비언,64,9.85,0
3590,드라마,우리집,23,9.72,0
3591,드라마,최고의 콤비,208,9.8,0
3592,드라마,붕어빵 육아일기,188,9.3,0
3593,드라마,달세즈,142,9.86,0
3594,드라마,아첼레란도,475,9.76,0
3595,드라마,나만 모르는 이야기,85,9.78,0
3596,드라마,RUN!,53,8.58,0
3597,드라마,취급주의,31,9.72,0
3598,드라마,다시 돌아오는 버스,28,9.69,0
3599,드라마,코크싸이더,191,9.75,0
3600,드라마,빗자루도깨비 태비 (리메이크 전),517,9.85,0
3601,드라마,세상의 아이들,42,9.8,0
3602,드라마,안단테 노선생,80,9.67,0
3603,드라마,고기해방연합,754,9.85,0
3604,드라마,리바이어던,85,9.7,0
3605,드라마,스페셜 에이전트 이설,12,9.52,0
3606,드라마,버츄얼 패밀리,23,9.84,0
3607,드라마,유랑민족,38,9.83,0
3608,드라마,청춘거지클럽,68,9.78,0
3609,드라마,심해의 조각들,160,9.79,0
3610,드라마,히키(HicKey),230,9.85,0
3611,드라마,잡았다,21,9.69,0
3612,드라마,어둠이 스러지는 꽃,34,9.86,0
3613,드라마,"앵두야, 연애하자",30,9.85,0
3614,드라마,안녕！후식맨,32,9.83,0
3615,드라마,스위치히터,31,9.69,0
3616,드라마,Dead to the world,15,9.85,0
3617,드라마,어느 토요일 밤의 무지개,229,9.81,0
3618,드라마,백수 (百壽),5,8.74,0
3619,드라마,아무래도 좋은 이야기,42,9.67,0
3620,드라마,홀리마운틴,9,9.02,0
3621,드라마,환상음악단편선,219,9.69,0
3622,드라마,워닝사인,17,9.79,0
3623,드라마,고스트 컴퍼니,779,9.85,0
3624,드라마,조금 더 가까이,"1,475",9.85,0
3625,드라마,겨울X거울,32,9.56,0
3626,드라마,에잇 뿔,340,9.82,0
3627,드라마,커튼콜 아래그랑,30,9.83,0
3628,드라마,밴디지!,240,9.68,0
3629,드라마,포션 매니아,58,9.8,0
3630,드라마,어나더 월드,64,9.85,0
3631,드라마,백스쿨,14,9.31,0
3632,드라마,"나비, 물고기",264,9.81,0
3633,드라마,바보들의 정원,5,9.78,0
3634,드라마,다미:고!,54,9.86,0
3635,드라마,선인장과 라디오,11,9.75,0
3636,드라마,도전!만화가!!,34,8.8,0
3637,드라마,나의날,9,9.83,0
3638,드라마,호밀밭의 하수군,11,9.79,0
3639,드라마,은빛 고릴라,377,9.6,0
3640,드라마,씁쓸남 유남생,207,9.81,0
3641,드라마,코기의 취향,847,9.85,0
3642,순정,햇살 주인공을 악당으로 키워버렸다,"10,436",9.79,0
3643,순정,빨간맛 로맨스,"14,254",9.86,0
3644,순정,팬시x팬시,"3,756",9.65,1
3645,순정,사지선다,"1,324",9.71,0
3646,순정,너와 가까워지는 거리,"4,954",9.67,0
3647,순정,피치인러브,"1,200",9.4,0
3648,순정,여긴 불빛이 안 드는 곳이야,"3,871",9.83,0
3649,순정,런어웨이,"17,885",9.78,0
3650,순정,만월에 핀 연꽃,"5,192",9.67,0
3651,순정,러브 유어 시스터,"10,367",9.82,0
3652,순정,범고래아가씨,"1,502",9.69,0
3653,순정,하루의 하늘,"2,340",9.47,0
3654,순정,미친 꽃은 답도 없다,"3,748",9.71,0
3655,순정,죽음과 동화,"7,413",9.88,0
3656,순정,오무라이스 프로젝트,"1,086",9.58,0
3657,순정,마이데이,"4,909",9.69,0
3658,순정,내 계절에 있어줘,927,9.86,0
3659,순정,솔의 일기,"1,031",9.8,0
3660,순정,Jun과 나,"8,234",9.89,0
3661,순정,테일 오브 빌런,524,9.84,0
3662,순정,오 사장님은 상사병,129,9.34,0
3663,순정,소라비의 잡화점,"1,526",9.77,0
3664,순정,케어시트,705,9.7,0
3665,순정,뫼비우스의 소설,"2,188",9.78,0
3666,순정,두번째 나에게,261,9.7,0
3667,순정,"지몽, 선 너머의 나","2,195",9.6,0
3668,순정,베텔게우스,605,9.46,0
3669,순정,걸어서 30분,"77,234",9.9,1
3670,순정,연애싫어,"27,229",9.85,0
3671,순정,올림포스 랩소디,39,9.29,0
3672,순정,그림그리기 좋은날,"60,550",9.9,0
3673,순정,어둠의 창 번외편-토아 이야기,"1,254",9.56,0
3674,순정,F I X,562,9.49,0
3675,순정,홍시는 날 좋아해!,"23,330",9.89,1
3676,순정,내손잡아줄사람,"27,779",9.83,0
3677,순정,이상적인 관계,"17,486",9.89,0
3678,순정,"달콤쌉쌀,민트","22,078",9.88,0
3679,순정,발자국이 녹기전에,"18,326",9.87,0
3680,순정,너는 나의 2%,32,9.6,0
3681,순정,그대라서,"29,547",9.88,0
3682,순정,분홍분홍해,"16,264",9.85,0
3683,순정,모노톤 책꽂이,255,9.27,0
3684,순정,"잘가, 좋은 아침이야","24,388",9.87,0
3685,순정,사적인 거리,"10,985",9.85,0
3686,순정,트라우마,"43,509",9.9,0
3687,순정,나는 공주다,"12,779",9.61,0
3688,순정,그 중에 나는 없었다,"9,615",9.87,0
3689,순정,옥탑방 갑남을녀,"16,245",9.87,0
3690,순정,같이 살아요!,"5,214",9.9,0
3691,순정,달콤쌉싸름해,"15,915",9.88,0
3692,순정,꽃이 피면 우리는,"21,942",9.87,0
3693,순정,미스터리 록앤 시트러스,29,9.27,0
3694,순정,인어를 위한 수영교실,"5,724",9.9,1
3695,순정,빌린 몸,"5,067",9.83,0
3696,순정,페툰 (People and People Toon),"25,056",9.77,0
3697,순정,수상한복학생,"6,065",9.85,0
3698,순정,음남미녀,"6,776",9.87,0
3699,순정,우리 오빠는 아이돌!,"9,589",9.83,1
3700,순정,연애고자 모하나,"3,582",9.85,0
3701,순정,"매일, 제일","14,659",9.9,0
3702,순정,고양이 프린스,"8,643",9.79,0
3703,순정,GO!라니,"11,053",9.88,0
3704,순정,귀각시,"17,942",9.85,1
3705,순정,슈넨베리아,"16,783",9.88,0
3706,순정,리얼 소꿉친구,"4,195",9.86,0
3707,순정,흔하지 않은 로맨스 유형,"6,074",9.89,0
3708,순정,그녀의 거리,"12,347",9.88,0
3709,순정,날지못하는악마,"14,605",9.89,0
3710,순정,겨울에 웃는 꽃,"21,175",9.86,0
3711,순정,오! 덕후를 위하여,"20,312",9.89,0
3712,순정,루나샵에 어서오세요!,"16,441",9.9,0
3713,순정,간떨어지는 동거,"6,329",9.86,1
3714,순정,오늘도 사랑하세요,"11,314",9.89,1
3715,순정,삶이 우리를 속일지라도,"2,431",9.89,1
3716,순정,이역,"9,646",9.86,0
3717,순정,공주님 마음대로!,"2,086",9.38,0
3718,순정,Twins Love Story (트윈스 러브 스토리),"14,913",9.86,0
3719,순정,어항속 꽃밭,"25,838",9.85,0
3720,순정,헬로도사,758,9.82,1
3721,순정,극한고딩,"12,623",9.89,0
3722,순정,너를 싫어하는 방법,"8,588",9.89,0
3723,순정,단짠남녀,954,9.88,0
3724,순정,미래의너에게,"11,690",9.89,0
3725,순정,그대 첫사랑,"6,596",9.87,0
3726,순정,"우주에서제일못생긴설정이지만,그래도연애할수있을거같아","3,365",9.85,0
3727,순정,출근했습니다,"4,658",9.89,0
3728,순정,일코선생,"3,517",9.88,0
3729,순정,루커피쳐,"26,936",9.89,1
3730,순정,100%의 연인,"1,558",9.87,0
3731,순정,"불편해요, 선배님!","19,421",9.9,0
3732,순정,마이웨이수호신,15,8.43,0
3733,순정,일기장,"8,213",9.88,0
3734,순정,여자 공수혁,"22,893",9.89,0
3735,순정,너를 들을 수 있는,"7,551",9.82,0
3736,순정,네가 내 천사라고?!,"2,729",9.86,0
3737,순정,본격 연애 이야기!,"5,230",9.74,0
3738,순정,지금은 37.2도,"10,039",9.75,0
3739,순정,귀엽잖아,"4,474",9.86,0
3740,순정,하나밖에 안 보여!,"36,205",9.88,0
3741,순정,그악나천,"5,021",9.52,0
3742,순정,오늘은 비,"12,470",9.89,0
3743,순정,봄에 꽃 한송이,"4,017",9.89,0
3744,순정,겨울과 봄사이,"17,023",9.86,0
3745,순정,아싸라비아,"5,774",9.86,0
3746,순정,너나들이,"11,228",9.87,0
3747,순정,사춘기소녀 커플즈,"63,435",9.81,0
3748,순정,무주의 맹시,"1,259",9.89,1
3749,순정,리틀프린스!,"3,507",9.77,0
3750,순정,낭랑 18세,"5,074",9.85,0
3751,순정,연애일기,"19,447",9.9,0
3752,순정,돌아와 리즈!,"2,962",9.77,0
3753,순정,투명한 동거,"2,556",9.85,1
3754,순정,[BL] Fools,531,9.35,0
3755,순정,아홉수 우리들,"3,519",9.89,1
3756,순정,별의아씨,"4,730",9.59,0
3757,순정,너도 날 좋아해줬으면,439,9.88,0
3758,순정,초월! 집사소녀!!,"1,758",9.54,0
3759,순정,설레긴 개뿔,"8,010",9.85,0
3760,순정,달리다굼,"10,274",9.85,0
3761,순정,고냥고냥,"10,826",9.9,0
3762,순정,가타부타타,"3,576",9.85,1
3763,순정,셀리아의 어린 연인,"1,058",9.84,0
3764,순정,구남친톡,505,9.85,0
3765,순정,언더페인팅,"2,622",9.89,0
3766,순정,불러줘 내 이름만,"2,611",9.88,0
3767,순정,실연소녀,"7,546",9.89,0
3768,순정,청춘고딩,"1,956",9.69,0
3769,순정,다이어트는 내일부터,"3,178",9.69,0
3770,순정,그 세계의 공주님,"6,378",9.87,0
3771,순정,너는 나의 나는 너의 수호천사,"10,301",9.88,0
3772,순정,강한사랑,912,9.88,0
3773,순정,리프로듀싱,"4,640",9.6,0
3774,순정,정상이되고싶어,"2,980",9.86,0
3775,순정,안녕도깨비,"3,084",9.87,0
3776,순정,체리블로섬,"8,437",9.89,0
3777,순정,짐승뎐,"3,260",9.87,0
3778,순정,막역지우,"8,307",9.81,0
3779,순정,자체공강,"12,820",9.86,0
3780,순정,요조신사 마초숙녀,586,9.75,0
3781,순정,털털하지만 괜찮아!,661,9.14,0
3782,순정,하이스쿨 콤플렉스(마이동풍),"13,494",9.63,0
3783,순정,너는 내게,"2,444",9.89,0
3784,순정,괴신,"3,588",9.85,0
3785,순정,위기의 왕씨형제들,"3,002",9.87,0
3786,순정,Somewhere,"3,877",9.86,0
3787,순정,차원의 소녀,"7,043",9.89,0
3788,순정,별을 삼킨 너에게,"3,800",9.66,1
3789,순정,푸른사막 아아루,"3,595",9.89,1
3790,순정,화이트데이,"2,460",9.3,0
3791,순정,아가씨와 우렁총각,"2,605",9.88,0
3792,순정,행쇼,975,9.77,0
3793,순정,늑대와의 동침,"3,379",9.85,0
3794,순정,남자들이 나를 좋아해,425,9.72,0
3795,순정,오늘만 사는 토끼가면,"1,060",9.82,0
3796,순정,웨일즈,"8,463",9.9,0
3797,순정,너를 만나다,"17,745",9.89,0
3798,순정,블러드문,"3,268",9.74,0
3799,순정,연애 못하는 여자,"4,043",9.82,0
3800,순정,종이비행기를 날리면,"5,481",9.83,0
3801,순정,숲속의 성,"16,230",9.88,0
3802,순정,꽃샘바람,11,9.33,0
3803,순정,스코칭 로맨스,514,9.85,1
3804,순정,나의 스위치 메이트,"14,821",9.89,0
3805,순정,식욕 로맨스,"2,063",9.88,0
3806,순정,개구리공주,695,9.87,0
3807,순정,내 첫 사랑에 대한 기억,"1,695",9.87,0
3808,순정,은규랑 누나랑,993,9.83,0
3809,순정,나의 작업실,"2,773",9.85,0
3810,순정,나와 악수하는 시간,"1,883",9.83,0
3811,순정,캔버스,"2,864",9.84,0
3812,순정,좋은날,"2,374",9.83,0
3813,순정,발렌타인데이,"1,983",9.69,0
3814,순정,사여자,"3,834",9.83,0
3815,순정,별▶주부전,"5,217",9.87,0
3816,순정,달콤포근 베이커리,474,9.79,0
3817,순정,연습생 고영신,"3,510",9.85,0
3818,순정,랜드라이프,"9,242",9.89,0
3819,순정,꼬맹이를 부탁해!,"3,433",9.89,1
3820,순정,적막소녀,"1,995",9.86,0
3821,순정,치와와의 오후,"7,423",9.9,0
3822,순정,격이 다른 남자,"1,219",9.86,0
3823,순정,어둠이 내게 오면,"4,692",9.86,0
3824,순정,매구인게 어때서?!,"3,162",9.84,0
3825,순정,오늘은 꼭 고백할 거야!,"2,820",9.88,0
3826,순정,청소년들의 사랑,631,9.61,0
3827,순정,"Please kiss me, Princess","7,831",9.89,0
3828,순정,누군가의 이야기,"2,162",9.87,0
3829,순정,엘레노이 아타락시아,"6,737",9.87,0
3830,순정,옆집에 신이산다,"1,740",9.72,0
3831,순정,오십과 오십의 세계,"6,574",9.86,0
3832,순정,붉게 물들 홍,"2,668",9.89,0
3833,순정,남의 사랑 이야기,"7,967",9.8,0
3834,순정,스타의 학교생활,"3,017",9.76,0
3835,순정,"4월,벚꽃 우리들","4,855",9.89,0
3836,순정,신 별주부전,"1,057",9.9,0
3837,순정,Cafe OK,"10,013",9.87,0
3838,순정,^-^ (캐럿하이픈캐럿),"3,400",9.46,0
3839,순정,저주와 별가루,"4,329",9.74,0
3840,순정,미친악마,301,9.84,0
3841,순정,당신을 사랑하고 싶습니다.,636,9.74,0
3842,순정,인더하우스,"4,329",9.84,0
3843,순정,백설:잔혹동화,"5,184",9.85,0
3844,순정,공략개시!!,"2,670",9.88,0
3845,순정,9등급 뒤집기,"1,966",8.58,1
3846,순정,그리고 아무 일도 없었다.,"7,179",9.82,0
3847,순정,바닷속의 춘향,"4,838",9.78,0
3848,순정,지나치게 달콤한,"4,037",9.85,0
3849,순정,솔로의 연애,"4,281",9.89,0
3850,순정,내가 황제를 만났을때,"1,104",9.66,0
3851,순정,하필 너야?!,"2,025",9.76,0
3852,순정,고양이가 할퀴고 간 자리,"2,221",9.82,0
3853,순정,LIVE 썸&쌈,"5,439",9.42,0
3854,순정,사나울,730,9.85,0
3855,순정,"안녕, 앨리스","11,037",9.83,0
3856,순정,반짝반짝 왕자님,"2,261",9.89,0
3857,순정,시큼새큼,276,9.84,1
3858,순정,막순이,"1,537",9.85,0
3859,순정,박하 이야기,"2,376",9.89,0
3860,순정,어나더,"1,290",9.86,0
3861,순정,좋아하는부분,989,9.87,1
3862,순정,반짝반짝 빛나는,"4,815",9.89,0
3863,순정,하루끝에,228,9.77,0
3864,순정,내 룸메이트는 마네킹,"5,100",9.8,1
3865,순정,달콩달콩 일상,"2,094",9.82,0
3866,순정,연애천재,"3,308",9.86,0
3867,순정,결혼은 싫어,"2,928",9.73,0
3868,순정,블루믹 (BlueMIC),"11,149",9.88,0
3869,순정,연애를 못하는 남자,350,9.85,0
3870,순정,로맨스를 찾아줘,"4,213",9.78,0
3871,순정,나만 아는 사랑,307,9.85,0
3872,순정,맛있는 남자,"9,858",9.88,0
3873,순정,참새는 새신부!,332,9.8,1
3874,순정,보급형 콤플렉스,772,9.86,0
3875,순정,1+1,"1,949",9.86,0
3876,순정,나주금입니다(너에게만 보이는),570,9.87,1
3877,순정,신의 마녀,"7,183",9.87,0
3878,순정,양치기 소년,"1,023",9.78,0
3879,순정,남주만 9명?!,"2,050",9.67,0
3880,순정,19세기 비망록,"1,592",9.79,0
3881,순정,끝과 시작,"1,497",9.89,0
3882,순정,1시간 30분,"5,727",9.89,0
3883,순정,두번째의 왕자님,"4,150",9.88,0
3884,순정,백수세끼,721,9.44,1
3885,순정,우리들의 트로이메라이,"2,672",9.88,0
3886,순정,예서중 유나!,"1,338",9.36,0
3887,순정,나눠먹는 로맨스,"2,907",9.71,0
3888,순정,지켜라!여의주!,"3,682",9.71,0
3889,순정,LSD,"7,683",9.86,0
3890,순정,신선님과 함께,"4,011",9.87,0
3891,순정,시간과 사연,"7,239",9.79,0
3892,순정,목소리의 그늘,"6,680",9.9,0
3893,순정,에스키스,"1,372",9.85,0
3894,순정,유사소년소녀,216,9.88,0
3895,순정,풋내기들,"4,820",9.54,1
3896,순정,티레시아스,"4,128",9.85,0
3897,순정,달맞이꽃,"3,712",9.82,0
3898,순정,뱀파이어 수난시대,492,9.76,0
3899,순정,포이즌 아가씨,"3,626",9.87,0
3900,순정,내 매력에 퐁당,"3,479",9.57,0
3901,순정,연고남,"1,172",9.67,0
3902,순정,왕과 그림자와 여자,"2,262",9.76,0
3903,순정,중간계 사우나,"8,062",9.82,0
3904,순정,컬러커플:extra,"3,285",9.84,0
3905,순정,에스프레소 케이크,593,9.86,0
3906,순정,용사의 딸,"1,547",9.78,0
3907,순정,허니버니,435,9.86,1
3908,순정,너에게까지 시속 100km,"11,677",9.85,0
3909,순정,오버사이즈러브,"2,828",9.73,0
3910,순정,조금 수상한 연애시뮬레이션,"2,538",9.83,0
3911,순정,오늘의 컨셉,"1,494",9.52,0
3912,순정,심박수1280,789,9.72,0
3913,순정,상냥한 녀석들,840,9.55,0
3914,순정,러블리러브,864,9.59,0
3915,순정,나고야,"1,943",9.54,0
3916,순정,그의 박물관엔 수상한 미라가 있다.,873,9.89,0
3917,순정,나의 별에게,"9,323",9.89,0
3918,순정,칼로리메트리,784,9.75,0
3919,순정,별님 아래 귤님,"3,299",9.69,0
3920,순정,여자들의 뒷담화,"6,469",9.87,0
3921,순정,마왕이 되는 방법,"2,812",9.83,0
3922,순정,성장통 소나타,"2,652",9.89,0
3923,순정,친해져요 금봉씨,"1,325",9.83,0
3924,순정,내 안에 깃든 너,624,9.88,0
3925,순정,파도를 삼킨 어항,"2,233",9.75,0
3926,순정,고딩의 사생활,863,9.85,0
3927,순정,누나가 돌아왔다!,240,9.77,0
3928,순정,IDOL FAN,669,9.57,0
3929,순정,인연입니까?,"1,139",9.7,0
3930,순정,문카니발,310,9.57,0
3931,순정,후르츠렌즈!,"3,036",9.79,0
3932,순정,우주의 수호천사,"1,153",9.87,0
3933,순정,플라워,851,9.67,0
3934,순정,상실의 계절,"1,216",9.74,0
3935,순정,방안의 코끼리,744,9.84,1
3936,순정,먼지소녀,452,8.81,0
3937,순정,안단테,"1,153",8.7,0
3938,순정,루머의 법칙,"2,910",9.76,0
3939,순정,밤을 거둔 신기루는,"2,379",9.87,0
3940,순정,너와 나의 몰디브,"1,665",9.45,0
3941,순정,좀비신드롬,"2,682",9.85,0
3942,순정,너의 언어,"3,045",9.86,0
3943,순정,식스틴,691,9.86,1
3944,순정,급식이조아,"2,789",8.83,0
3945,순정,블루 블로썸,492,9.63,0
3946,순정,하늘하늘하늘!,"2,180",9.76,0
3947,순정,공룡 러버즈,477,9.59,0
3948,순정,내 이름을 불러줘,"3,755",9.7,0
3949,순정,그대와 청춘,959,9.84,0
3950,순정,저는 용사님이 아닌데요!,"2,084",9.69,0
3951,순정,사랑의 헌옷수거함,"3,694",9.75,1
3952,순정,Guarding - 그녀는 나의 웬수..,245,9.77,0
3953,순정,별을지나,650,9.64,0
3954,순정,보이지 않는 사람,"1,552",9.1,0
3955,순정,별똥별이 떨어졌다,"2,967",9.87,0
3956,순정,애니멀 다이어리,766,9.71,0
3957,순정,완벽한 이별,"1,590",9.8,0
3958,순정,나타나주세요!,"4,215",9.54,1
3959,순정,이상낙원,"2,160",9.88,0
3960,순정,소녀의 세계,"12,673",9.85,1
3961,순정,그와 그녀와 그,"4,248",9.86,0
3962,순정,쓰지만 달콤해,"2,119",9.16,0
3963,순정,이별의 플라시보,"2,935",9.78,0
3964,순정,백설녀와 나무꾼,"5,105",9.87,0
3965,순정,손 안의 너,"2,242",9.87,0
3966,순정,컬러리스트,"3,316",9.85,0
3967,순정,여고생이 좋아요,"6,683",9.87,0
3968,순정,신데렐라를 찾습니다,590,9.81,0
3969,순정,지금만큼은,"1,260",9.89,0
3970,순정,시간나비,"1,111",9.1,0
3971,순정,아베 마리아,"2,311",9.87,0
3972,순정,스쿨워터,"3,483",9.81,0
3973,순정,(구)신의 태궁,261,9.85,0
3974,순정,A girl like alien,"2,412",9.82,0
3975,순정,개판오분전,"3,916",9.66,0
3976,순정,열여섯과 스물 그 사이,"1,677",9.0,0
3977,순정,날로 먹는 연애,"2,416",9.82,1
3978,순정,세모와 동그라미,"1,191",9.86,0
3979,순정,아라비안 스위트,"1,266",9.79,0
3980,순정,트윙클,577,9.52,0
3981,순정,52번지 몬스터,"1,899",9.6,0
3982,순정,MY 0호 팬 (마이영호팬),803,9.86,0
3983,순정,나의 수상한 행성,"7,309",9.84,0
3984,순정,청춘갱신,"1,751",9.73,0
3985,순정,사신과 소녀,"2,025",9.86,0
3986,순정,이시미이야기,"1,678",9.58,0
3987,순정,사랑 사랑 내사랑,864,9.74,0
3988,순정,너인 듯 네가 아닌,"1,053",9.89,0
3989,순정,비밀스러운 짝사랑,"15,415",9.86,0
3990,순정,사랑하는 계절,"2,323",9.77,0
3991,순정,오!주예수여,"10,050",9.85,1
3992,순정,너와 나의 하늘색,"1,578",9.68,0
3993,순정,웃지않는 여자,"3,105",9.8,0
3994,순정,너란 꽃을 피워줘,831,9.79,0
3995,순정,신선비,806,9.88,0
3996,순정,건곤일척 아랑전,"2,161",9.59,0
3997,순정,황금 장미,"1,747",9.84,0
3998,순정,러비스,"2,170",9.79,0
3999,순정,반연(絆緣),"1,776",9.9,0
4000,순정,옴니버스 열애설,261,9.85,0
4001,순정,환상동화 모음집,453,9.65,0
4002,순정,주말엔 보랏빛 향기,"2,648",9.72,0
4003,순정,헤어지는 시간,"1,209",9.33,0
4004,순정,날개 있는 천사 천씨청년,737,9.88,0
4005,순정,하나뿐인 안드로이드,"1,033",9.43,0
4006,순정,열일곱,"1,670",9.57,0
4007,순정,점핑오버,529,9.7,1
4008,순정,연기는 처음인데요?!,879,9.66,0
4009,순정,룩앤미,719,9.5,0
4010,순정,홍데렐라,"1,269",9.81,0
4011,순정,오늘은 영웅,595,9.78,0
4012,순정,포로롱 포롱,"1,541",9.85,0
4013,순정,회장님,469,9.61,0
4014,순정,인절미,"1,032",9.85,0
4015,순정,금지클럽,"1,176",9.72,0
4016,순정,용애어부가,"1,779",9.9,0
4017,순정,찬란하지 않아도 괜찮아,"1,528",9.8,1
4018,순정,프로짝사랑러,105,9.56,0
4019,순정,내마음 하늘하늘,74,9.68,0
4020,순정,오마이갓,"2,705",9.58,0
4021,순정,신데렐라를 찾습니다 2,"1,035",9.75,0
4022,순정,사자(使者),"2,157",9.86,0
4023,순정,기타등등의 연애,"2,813",9.7,0
4024,순정,어른이,"1,652",9.68,0
4025,순정,소녀와 동박새,217,9.85,0
4026,순정,아침나라의 꽃,"3,440",9.85,0
4027,순정,미신반신,549,9.16,0
4028,순정,익숙한 땅콩들,250,9.84,0
4029,순정,파도의 색깔,403,9.88,0
4030,순정,수상한 전학생,"3,013",9.85,0
4031,순정,연애노트,838,8.83,0
4032,순정,우리! 지구를 떠나자!,92,9.68,0
